strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pango_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	sampling_strategy	missing_data	divergence	nonACGTN	rare_mutations	snp_clusters	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_snp_clusters	clock_deviation	batch1	batch2	batch3	batch4	batch5	batch6	batch7	batch8	batch9	batch10	root_ref
Kenya/C1983/2020	betacoronavirus	EPI_ISL_568712	?	2020-04-24	Africa	Kenya	Mombasa		Africa	Kenya	Mombasa	genome	29494	Human	30	Male	?	B.1.391	G	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji et al 2020	https://www.gisaid.org/	?	?	2020-10-02	?												no	yes	no	no	no	no	no	no	no	no	no
Japan/PG-1310/2020	betacoronavirus	EPI_ISL_684918	?	2020-04-02	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29766	Human	unknown	unknown	?	B.1.439	GH	Saitama Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Makoto Kuroda	https://www.gisaid.org/	?	?	2020-12-10	?												no	no	no	no	yes	no	no	no	no	no	no
Zambia/ZMB-31263/2020	betacoronavirus	EPI_ISL_977399	?	2020-06-29	Africa	Zambia	Lusaka		Africa	Zambia	Lusaka	genome	29738	Human	41	Female	?	B.1.1.99	GR	University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe, Ngonda Saasa, Daniel Bridges	https://www.gisaid.org/	?	?	2021-02-11	?												no	yes	no	no	no	no	no	no	no	no	no
Taiwan/TSGH-23/2020	betacoronavirus	EPI_ISL_436108	?	2020-04-02	Asia	Taiwan	Taipei		Asia	Taiwan	Taipei	genome	29903	Human	21	Female	?	B.1	GH	TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng, Ming-Jr JIAN, Chih-Kai Chang, Jung-Chung Lin, Kuo-Ming Yeh, Chien-Wen Chen, Sheng-Kang Chiu, Hsing-Yi Chung, Shih-Hung Tsai, Kuo-Sheng Hung, Tien-Yao Chang, Feng-Yee Chang, Hung-Sheng Shang	https://www.gisaid.org/	?	?	2020-05-06	?												no	no	no	no	yes	no	no	no	no	no	no
India/KA-nimh-1553/2020	betacoronavirus	EPI_ISL_486393	?	2020-04-16	Asia	India	Karnataka		Asia	India	Karnataka	genome	29616	Human	65	Female	?	Unassigned	O	SJMCH	Department of Neurovirology, National Institute of Mental Health and Neuroscience (NIMHANS)	Chitra Pattabiraman, Vijayalakshmi Reddy, Harsha PK, Risha Rasheed, Shafeeq S Hameed, Manjunatha Venkataswamy, Anita Desai, Ravi Vasanthapuram	https://www.gisaid.org/	?	?	2020-07-10	?												no	no	no	no	no	yes	no	no	no	no	no
India/MH-AFCO-15275/2020	betacoronavirus	EPI_ISL_721632	?	2020-07-25	Asia	India	Maharashtra		Asia	India	Maharashtra	genome	29836	Human	37	Male	?	B.1.1	GR	Armed Forces Medical College	National Centre For Cell Science	Dhiraj Paul, Kunal Jani, Radha Chauhan, Janesh Kumar, Vasudevan Seshadri, Girdhari Lal, Rajesh Karyakarte, Suvarna Joshi, Murlidhar Tambe, Sourav Sen, Santosh Karade, Kavita Bala Anand, Shelinder Pal Singh Shergill, Rajiv Mohan Gupta, Manoj Kumar Bhat, Arvind Sahu, Yogesh S Shouche	https://www.gisaid.org/	?	?	2020-12-21	?												no	no	no	no	no	no	no	no	no	yes	no
SouthAfrica/KRISP-K002712/2020	betacoronavirus	EPI_ISL_535571	?	2020-07-30	Africa	South Africa	KwaZulu-Natal		Africa	South Africa	KwaZulu-Natal	genome	29831	Human	unknown	unknown	?	B.1.1.84	GR	NHLS-IALCH	KRISP, KZN Research Innovation and Sequencing Platform	Giandhari J, Pillay S, Lessells R, Mdlalose K, York D, Khan S, Tegally H, Wilkinson E, de Oliveira T	https://www.gisaid.org/	?	?	2020-09-15	?												yes	no	no	no	no	no	no	no	no	no	no
Japan/IC-0083/2020	betacoronavirus	EPI_ISL_591425	?	2020-07-11	Asia	Japan			Asia	Japan		genome	29767	Human	unknown	unknown	?	B.1.1.225	GR	Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Makoto Kuroda	https://www.gisaid.org/	?	?	2020-10-22	?												no	no	no	no	no	no	yes	no	no	no	no
India/TG-CCMB-W887/2020	betacoronavirus	EPI_ISL_528830	?	2020-07-14	Asia	India	Telangana	Karimnagar	Asia	India	Telangana	genome	29818	Human	26	Female	?	B.1.1.340	GR	CSIR-Centre for Cellular and Molecular Biology	CSIR-Centre for Cellular and Molecular Biology	Tulasi Nagabandi, Namami Gaur, Sakshi Shambhavi, Lamuk Zaveri, Shagufta Khan, Nikhil Hajirnis, M Soujanya Reddy, Pratheusa Maccha, Purushotham Vodnala, Payel Mukherjee, Sofia Banu, Priya Singh, Onkar Kulkarni, Dhiviya Vedagiri, Divya Gupta, Vishal Sah, Santosh Kumar Kuncha, Krishnan Harinivas Harshan, Archana Bharadwaj Siva, Karthik Bharadwaj Tallapaka, G. Aditya Kumar, Koushick Sivakumar, Pooja Ramesh Gupta, Rajan Kumar Jha, Shraddha Vijay Lahoti, Rakesh K Mishra, Divya Tej Sowpati	https://www.gisaid.org/	?	?	2020-09-09	?												no	no	no	no	no	no	yes	no	no	no	no
SaudiArabia/KAUST-MADINAH688/2020	betacoronavirus	EPI_ISL_513178	?	2020-05-08	Asia	Saudi Arabia	Madinah		Asia	Saudi Arabia	Madinah	genome	29903	Human	58	Male	?	A	G	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Amit Kumar Subudhi, Rahul P Salunke, Sara Mfarrej, Sharif Hala, Fadwa Alofi, Fathia Ben Rached, Afrah Alsomali, Asim Khogeer, Nashwa Al-khotani, Raeece Naeem, Anwar Hashem, Naif Almontashiri, Arnab Pain	https://www.gisaid.org/	?	?	2020-08-12	?												no	no	no	no	no	no	no	no	yes	no	no
Bangladesh/110/2020	betacoronavirus	EPI_ISL_600429	?	2020-04-08	Asia	Bangladesh	Barishal		Asia	Bangladesh	Barishal	genome	29297	Human	unknown	Male	?	Unassigned	O	Institute of Epidemiology Disease Control And Research	Institute for Developing Science and Health Initiatives	Lauren Cowley, Mokibul Hassan Afrad, Sadia Isfat Ara Rahman, Md. Mahfuz-Al-mamun, Firadausi Qadri, Tahmina Shirin	https://www.gisaid.org/	?	?	2020-10-27	?												no	no	no	no	yes	no	no	no	no	no	no
Kenya/C6255/2020	betacoronavirus	EPI_ISL_568790	?	2020-05-13	Africa	Kenya	Mombasa		Africa	Kenya	Mombasa	genome	29761	Human	53	Male	?	B.1.1.33	GR	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji et al 2020	https://www.gisaid.org/	?	?	2020-10-02	?												no	yes	no	no	no	no	no	no	no	no	no
Thailand/63037976__2019/2020	betacoronavirus	EPI_ISL_12717923	?	2020-01-04	Asia	Thailand	Nonthaburi		Asia	Thailand	Nonthaburi	genome	29782	Human	55	Male	?	B.1.1	GR	Bamrasnaradura Infectious Disease Institute	Molecular HIV and EID, BIDI, DDC,Thai MOPH	Sumonmal Uttayamakul, Paninee Mongkolsuk, Thidathip Wongsurawat, Piroon Jenjaroenpun, Pongpun Sawatwong, Beth Skaggs, Navin Horthongkham, Weerawat Manosuthi	https://www.gisaid.org/	?	?	2022-05-15	?												no	no	yes	yes	no	no	no	no	no	no	no
Indonesia/JA-GS-EIJK-RSRM-0169/2020	betacoronavirus	EPI_ISL_5395768	?	2020-07-29	Asia	Indonesia	Jambi	Jambi	Asia	Indonesia	Jambi	genome	29769	Human	7	Male	?	AY.23	GK	Raden Mattaher Regional General Hospital (RSUD)	Eijkman Research Center for Molecular Biology, National Research and Innovation Agency; Raden Mattaher Regional General Hospital (RSUD)	Lydia V Panggalo, Willy Agustine, Iskandar Adnan, Jessica R Saragih, Edison Johar, Muhammad Rezki Rasyak, Lidwina Priliani, Sukma Oktavianthi, Sotianingsih, Fery Kusnadi, Yusnidar, Frilasita A Yudhaputri, Hidayat Trimarsanto, Safarina G Malik, Khin Saw Myint, Amin Soebandrio	https://www.gisaid.org/	?	?	2021-10-21	?												no	no	no	no	no	no	no	no	no	yes	no
Madagascar/IPM-11893/2020	betacoronavirus	EPI_ISL_3716440	?	2020-06-04	Africa	Madagascar	Toamasina	Analanjirofo	Africa	Madagascar	Toamasina	genome	29817	Human	47	Male	?	B.1.1	GR	Virology Unit, Institut Pasteur de Madagascar	Institut Pateur de Dakar	Norosoa Razanajatovo, Cara E. Brook, Diagne Moussa Moïse, Diallo Amadou, Dia Ndongo, Christian Ranaivoson, Soa Fy Andriamandimby, Vololoniaina Raharinosy, Sankhe Safietou, Ndiaye Ndack, Tsiry Randriambolamanantsoa, Helisoa Razafimanjato, Jean-Michel Heraud, Loucoubar Cheikh, Faye Ousmane, Sall Amadou Alpha, Philippe Dussart	https://www.gisaid.org/	?	?	2021-08-26	?												no	yes	no	no	no	no	no	no	no	no	no
SouthKorea/KDCA1350/2020	betacoronavirus	EPI_ISL_1063625	?	2020-07-11	Asia	South Korea			Asia	South Korea		genome	29840	Human	23	Female	?	B.1.206	G	Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Ae Kyung Park, Il-Hwan Kim, Heui Man Kim, Jeong-Min Kim, Namjoo Lee, Chaeyoung Lee, Sang Hee Woo, Eun-Jin Kim	https://www.gisaid.org/	?	?	2021-02-24	?												no	no	no	no	no	no	yes	no	no	no	no
DRC/80/2020	betacoronavirus	EPI_ISL_417942	?	2020-03-18	Africa	Democratic Republic of the Congo	Kinshasa		Africa	Democratic Republic of the Congo	Kinshasa	genome	29688	Human	43	Male	?	B.1.178	G	Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum	https://www.gisaid.org/	?	?	2020-03-27	?												no	yes	no	no	no	no	no	no	no	no	no
SaudiArabia/KAUST-Madinah211/2020	betacoronavirus	EPI_ISL_437716	?	2020-04-06	Asia	Saudi Arabia	Madinah		Asia	Saudi Arabia	Madinah	genome	29903	Human	25	Female	?	B	G	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Sharif Hala, Fadwa Alofi, Afrah Alsomali, Asim Khogeer, Sara Mfarrej, Khaled Algithami, Raeece Naeem, Amit Kumar Subudhi, Fathia Ben-Rached, Rahul Salunke, Anwar Hashem, Naif Almontashiri, Arnab Pain	https://www.gisaid.org/	?	?	2020-05-11	?												no	no	no	no	yes	no	no	no	no	no	no
Singapore/232/2020	betacoronavirus	EPI_ISL_462350	?	2020-03-31	Asia	Singapore			Asia	Singapore		genome	29849	Human	31	Female	?	A	S	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM, Octavia S, Chavatte JM, Cui L, Lin RTP	https://www.gisaid.org/	?	?	2020-06-08	?												no	no	no	no	yes	no	no	no	no	no	no
Zambia/ZMB-17192/2020	betacoronavirus	EPI_ISL_977271	?	2020-05-26	Africa	Zambia	Lusaka		Africa	Zambia	Lusaka	genome	29738	Human	unknown	unknown	?	B.1.1.306	GR	University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe, Ngonda Saasa, Daniel Bridges	https://www.gisaid.org/	?	?	2021-02-11	?												no	yes	no	no	no	no	no	no	no	no	no
Japan/FHU-FP9532-02-1/2020	betacoronavirus	EPI_ISL_862860	?	2020-04-01	Asia	Japan	Nara		Asia	Japan	Nara	genome	29875	Human	47	Male	?	B.1.360	GH	Nara Medical University Hospital	Fujita health University, School of Medicine, Department of Microbiology	Masahiro suzuki, Yohei Doi	https://www.gisaid.org/	?	?	2021-01-25	?												no	no	no	no	yes	no	no	no	no	no	no
SouthAfrica/NHLS-UCT-LA-9008/2020	betacoronavirus	EPI_ISL_6914943	?	2020-03-21	Africa	South Africa	Western Cape		Africa	South Africa	Western Cape	genome	29799	Human	35	Male	?	B.39	V	Lancet	NHLS/UCT	Arash Iranzadeh, Deelan Doolabh, Lynn Tyers, Bruna Galvao, Innocent Mudau, Marvin Hsiao, Gert Marais, Diana Hardie, Stephen Korsman, Rageema Joseph, Carolyn Williamson	https://www.gisaid.org/	?	?	2021-12-01	?												no	yes	no	no	no	no	no	no	no	no	no
Thailand/CU-SI2011649-NST/2020	betacoronavirus	EPI_ISL_937532	?	2020-04-05	Asia	Thailand			Asia	Thailand		genome	29863	Human	58	Male	?	A.6	S	Thai Red Cross Emerging Infectious Diseases Health Science Centre, Chulalongkorn Hospital, Faculty of Medicine, Chulalongkorn University	Thai Red Cross Emerging Infectious Diseases Center and Faculty of Medicine, Chulalongkorn University	Opass Putcharoen, Watsamon Jantarabenjakul, Pattama Torvorapanit, Gompol Suwanpimolkul, Leilani Paitoonpong, Sopon Iamsirithaworn, Sininat Petcharat, Yutthana Joyjinda, Weenassarin Ampoot, Apaporn Rodpan, Thiravat Hemachudha, Supaporn Wacharapluesadee	https://www.gisaid.org/	?	?	2021-02-05	?												no	no	no	no	yes	no	no	no	no	no	no
Ghana/WACCBIP-GS28/2020	betacoronavirus	EPI_ISL_884849	?	2020-07-21	Africa	Ghana			Africa	Ghana		genome	29782	Human	unknown	unknown	?	A	S	Department of Biochemistry,  Cell and Molecular Biology, West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana	Department of Biochemistry,  Cell and Molecular Biology, West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana	Ngoi, J.M., Tei-Maya, F., Morang'a, C.M., Magnussen, V., Amuzu, D.S., Mohammed, A., Tapela, K., Kibinge, N., Diallo, A.B., Kumi-Ansah, F., Odoom, T., Boakye, O.D., Amoako, E., Abass, A.-K., Quashie, P., Amenga-Etego, L.N., Akoriyea, S.K., Awandare, G.A., Bediako, Y.	https://www.gisaid.org/	?	?	2021-01-26	?												yes	no	no	no	no	no	no	no	no	no	no
Uganda/UG048/2020	betacoronavirus	EPI_ISL_737966	?	2020-05-06	Africa	Uganda			Africa	Uganda		genome	29836	Human	unknown	unknown	?	B.1	G	Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten, Dan Lule Bugembe, My V.T. Phan, Pontiano Kaleebu et al.	https://www.gisaid.org/	?	?	2020-12-27	?												no	yes	no	no	no	no	no	no	no	no	no
Georgia/MM001523/2020	betacoronavirus	EPI_ISL_2896266	?	2020-04-04	Asia	Georgia			Asia	Georgia		genome	29833	Human	unknown	unknown	?	B.4	L	Department of Virology,  Molecular Biology and Genome Research	Department of Virology,  Molecular Biology and Genome Research	Murtskhvaladze,M., Kotaria,N., Chanturia,G., Kotorashvili,A.	https://www.gisaid.org/	?	?	2020-04-05	?												no	no	no	no	yes	no	no	no	no	no	no
India/TG-CCMB-L1452/2020	betacoronavirus	EPI_ISL_471591	?	2020-05-25	Asia	India	Telangana	Hyderabad	Asia	India	Telangana	genome	29833	Human	30	Male	?	B.1.458	GH	CSIR-Centre for Cellular and Molecular Biology	CSIR-Centre for Cellular and Molecular Biology	Namami Gaur, Sakshi Shambhavi, Lamuk Zaveri, Shagufta Khan, Tulasi Nagabandi, Purushotham Vodnala, Payel Mukherjee, Sofia Banu, Priya Singh, Dhiviya Vedagiri, Divya Gupta, Vishal Sah, Santosh Kumar Kuncha, Krishnan Harinivas Harshan, Archana Bharadwaj Siva, Karthik Bharadwaj Tallapaka, Zeba Rizvi, Zuberwasim Sayyad, Kakade Aishwarya Arun, Amrutha H C, Ananga Ghosh, Rakesh K Mishra, Divya Tej Sowpati	https://www.gisaid.org/	?	?	2020-06-22	?												no	no	no	no	no	no	no	no	yes	no	no
Indonesia/BGR-LIPI011/2020	betacoronavirus	EPI_ISL_833494	?	2020-07-06	Asia	Indonesia	West Java	Bogor	Asia	Indonesia	West Java	genome	29782	Human	47	Male	?	B.56	L	RS PMI Bogor, Indonesia	Biosafety Level-3 Laboratory, Indonesian Institute of Sciences (LIPI)	Ade Andriani, Anik Budhi Dharmayanthi, Syam Budi Iryanto, Andri Wardiana, Anggia Prasetyoputri, Isa Nuryana, Ahmad Fathoni, Maritsa Nurfatwa, Anky Zannati, Ratih Asmana Ningrum	https://www.gisaid.org/	?	?	2021-01-18	?												no	no	no	no	no	no	yes	no	no	no	no
Malaysia/IMR_WC14227/2020	betacoronavirus	EPI_ISL_490048	?	2020-04-11	Asia	Malaysia			Asia	Malaysia		genome	29838	Human	38	Male	?	B	L	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J, Mohd-Zawawi Z, Kamel K, Kalyanasundram J, Thayan R	https://www.gisaid.org/	?	?	2020-07-15	?												no	no	no	no	yes	no	no	no	no	no	no
Qatar/QA-WCMQ_FD18272720/2020	betacoronavirus	EPI_ISL_1714706	?	2020-05-09	Asia	Qatar	Doha		Asia	Qatar	Doha	genome	29837	Human	1	Male	?	B.1.428	GH	Ministry of Public Health / Hamad Medical Corporation	Weill Cornell Medical College - Qatar (WCM-Q), Genomics Core Laboratory / Qatar Genome Project (QGP)	WCMQ: Ayeda A. Ahmed, Meryem Bensaad, Shameem Younuskunju, Yasmin Mohamoud, Laith Abu-Raddad, Joel A Malek.  QGP: Fatima H. Al-Kuwari, Chadi Saad  MOPH and HMC: Abdullatif Al-Khal, Muna A. S. Al-Maslamani, Mashael A. Al-Bader, Hamda Alromaihi, Roberto Bertollini, Peter V. Coyle, Einas A. E. Al-Kuwari, Hamad E. Al-Romaihi, Salih Al-Marri, Mohammed Al-Thani, Reham A. El-Kahlout.  QBB: Tasneem Al-Hamad, Dina Elgakhlab	https://www.gisaid.org/	?	?	2021-04-25	?												no	no	no	no	no	no	no	no	yes	no	no
Japan/PG-0373/2020	betacoronavirus	EPI_ISL_480043	?	2020-02-21	Asia	Japan	Chubu		Asia	Japan	Chubu	genome	29738	Human	unknown	unknown	?	A.16	S	Nagoya City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Takuya Miki, Shinichiro Shibata, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Hajime Kamiya, Motoi Suzuki, Makoto Kuroda	https://www.gisaid.org/	?	?	2020-07-01	?												no	no	yes	yes	no	no	no	no	no	no	no
Bangladesh/CHRF-0375/2020	betacoronavirus	EPI_ISL_2692864	?	2020-07-15	Asia	Bangladesh	Chattogram	Chandpur	Asia	Bangladesh	Chattogram	genome	29640	Human	65	Female	?	B.1.1.409	GR	Child Health Research Foundation	Child Health Research Foundation	CHRF Bangladesh Genomics Team	https://www.gisaid.org/	?	?	2021-06-26	?												no	no	no	no	no	no	yes	no	no	yes	no
Shanghai/SH0093/2020	betacoronavirus	EPI_ISL_416389	?	2020-01-21	Asia	China	Shanghai		Asia	China	Shanghai	genome	29835	Human	30	Male	?	B.3.1	L	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang, Xiaonan Zhang, Gang Lu, Yun Tan, Yun Ling, Hongzhou Lu, Saijuan Chen	https://www.gisaid.org/	?	?	2020-03-20	?												no	no	yes	yes	no	no	no	no	no	no	no
Madagascar/IPM-14754/2020	betacoronavirus	EPI_ISL_3716461	?	2020-06-13	Africa	Madagascar	Antananarivo	Analamanga	Africa	Madagascar	Antananarivo	genome	29805	Human	44	Female	?	B.1	G	Virology Unit, Institut Pasteur de Madagascar	Institut Pateur de Dakar	Norosoa Razanajatovo, Cara E. Brook, Diagne Moussa Moïse, Diallo Amadou, Dia Ndongo, Christian Ranaivoson, Soa Fy Andriamandimby, Vololoniaina Raharinosy, Sankhe Safietou, Ndiaye Ndack, Tsiry Randriambolamanantsoa, Helisoa Razafimanjato, Jean-Michel Heraud, Loucoubar Cheikh, Faye Ousmane, Sall Amadou Alpha, Philippe Dussart	https://www.gisaid.org/	?	?	2021-08-26	?												no	yes	no	no	no	no	no	no	no	no	no
Zambia/ZMB-33949/2020	betacoronavirus	EPI_ISL_977413	?	2020-07-10	Africa	Zambia	Lusaka		Africa	Zambia	Lusaka	genome	29738	Human	25	Male	?	B.1	GH	University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe, Ngonda Saasa, Daniel Bridges	https://www.gisaid.org/	?	?	2021-02-11	?												yes	no	no	no	no	no	no	no	no	no	no
SouthAfrica/KRISP-012/2020	betacoronavirus	EPI_ISL_421576	?	2020-04-01	Africa	South Africa	KwaZulu-Natal		Africa	South Africa	KwaZulu-Natal	genome	29812	Human	39	Female	?	B.1.1.10	GR	Molecular Diagnostic Services	KRISP, KZN Research Innovation and Sequencing Platform	Giandhari J, Pillay S, Ngcapu S, Samsunder N, Lessells R, Chimukangara B, Deforche K, Tegally H, Wilkinson E, de Oliveira T	https://www.gisaid.org/	?	?	2020-04-09	?												no	yes	no	no	no	no	no	no	no	no	no
Reunion/RUN-PIMIT2/2020	betacoronavirus	EPI_ISL_522548	?	2020-03-24	Africa	Reunion			Africa	Reunion		genome	29782	Human	47	Male	?	B.1.220	G	Platforme CYROI	UMR PIMIT Université de La Réunion	David Wilkinson, Camille Lebarbenchon, Patrick Mavingui	https://www.gisaid.org/	?	?	2020-08-26	?												no	yes	no	no	no	no	no	no	no	no	no
UnitedArabEmirates/1789/2020	betacoronavirus	EPI_ISL_859582	?	2020-07-05	Asia	United Arab Emirates	Abu Dhabi		Asia	United Arab Emirates	Abu Dhabi	genome	29903	Human	34	Male	?	B.1.1.339	GR	BTC, Khalifa University	BTC, Khalifa University	Al Safar et al	https://www.gisaid.org/	?	?	2021-01-22	?												no	no	no	no	no	no	yes	no	no	no	no
Palestine/90/2020	betacoronavirus	EPI_ISL_596563	?	2020-06-22	Asia	Palestine	Hebron		Asia	Palestine	Hebron	genome	29811	Human	unknown	unknown	?	B.1.1.50	GR	Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob, Zaidoun Salah, Damien Richard, Hisham Darwish, Husam Sallam, Issa Shtayeh, Osama Najjar, Mahmoud Ruzayqat, Dana Najjar, Francois Balloux, Lucy van Dorp	https://www.gisaid.org/	?	?	2020-10-27	?												no	no	no	no	no	no	no	yes	no	no	no
DRC/523/2020	betacoronavirus	EPI_ISL_420849	?	2020-03-28	Africa	Democratic Republic of the Congo	Kinshasa		Africa	Democratic Republic of the Congo	Kinshasa	genome	29734	Human	48	Female	?	B.1.1.1	GR	Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum	https://www.gisaid.org/	?	?	2020-04-07	?												no	yes	no	no	no	no	no	no	no	no	no
Kenya/C14722/2020	betacoronavirus	EPI_ISL_806648	?	2020-06-05	Africa	Kenya	Kwale		Africa	Kenya	Kwale	genome	29782	Human	39	Male	?	B.1.1.111	GR	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji et al	https://www.gisaid.org/	?	?	2021-01-13	?												no	yes	no	no	no	no	no	no	no	no	no
